abstract,authors,citation,title,url
"AbstractPrimary headache disorders are often accompanied by neck pain or other symptoms referable to neck muscles. Therefore, physical therapy and other physical treatments are commonly prescribed for headache management. A medical literature review was completed in order to gather information regarding the efficacy of selected physical modalities in the treatment of primary and cervicogenic headache disorders. After analyzing the collected data, expert opinions were developed regarding the utility and efficacy of selected physical modalities in the management of primary and cervicogenic headaches. Based on this review, the following four expert opinions are presented: physical therapy is more effective than massage therapy or acupuncture for the treatment of tension-type headache and appears to be most beneficial for patients with a high frequency of headache attacks. Physical therapy is most effective for the treatment of migraine when combined with other treatments such as thermal biofeedback, relaxation training and exercise. Chiropractic manipulation demonstrated a trend towards benefit in the treatment of tension-type headache, but evidence is weak. Chiropractic manipulation is probably more effective in the treatment of tension-type headache than it is in the treatment of migraine. In general, strong evidence is lacking regarding the efficacy of these treatments in reducing headache frequency, intensity, duration and disability in many commonly encountered clinical situations. Many of the published case series and controlled studies are of low quality. Physical treatments are unlikely to pose a significant risk, with the exception of high velocity chiropractic manipulation of the neck. Consideration must be given to financial costs and lost treatment opportunity by prescribing potentially ineffective treatment. In the absence of clear evidence regarding their role in treatment, physicians and patients are advised to make cautious and individualized judgments about the utility of physical treatments for headache management. In most cases, the use of physical modalities should complement rather than replace better validated forms of therapy. The evidence base to determine the safety and efficacy of physical treatments in the management of headache disorders would be substantially improved by using standard scientific rigor in the development and conduct of future clinical studies.",Biondi DM,Expert Rev Neurother. 2005 May;5(3):355-62.,Noninvasive treatments for headache.,https://www.ncbi.nlm.nih.gov/pubmed/15938668
"AbstractBACKGROUND: Out-of-pocket expenditures of over 34 billion dollars per year in the US are an apparent testament to a widely held belief that complementary and alternative medicine (CAM) therapies have benefits that outweigh their costs. However, regardless of public opinion, there is often little more than anecdotal evidence on the health and economic implications of CAM therapies. The objectives of this study are to present an overview of economic evaluation and to expand upon a previous review to examine the current scope and quality of CAM economic evaluations.METHODS: The data sources used were Medline, AMED, Alt-HealthWatch, and the Complementary and Alternative Medicine Citation Index; January 1999 to October 2004. Papers that reported original data on specific CAM therapies from any form of standard economic analysis were included. Full economic evaluations were subjected to two types of quality review. The first was a 35-item checklist for reporting quality, and the second was a set of four criteria for study quality (randomization, prospective collection of economic data, comparison to usual care, and no blinding).RESULTS: A total of 56 economic evaluations (39 full evaluations) of CAM were found covering a range of therapies applied to a variety of conditions. The reporting quality of the full evaluations was poor for certain items, but was comparable to the quality found by systematic reviews of economic evaluations in conventional medicine. Regarding study quality, 14 (36%) studies were found to meet all four criteria. These exemplary studies indicate CAM therapies that may be considered cost-effective compared to usual care for various conditions: acupuncture for migraine, manual therapy for neck pain, spa therapy for Parkinson's, self-administered stress management for cancer patients undergoing chemotherapy, pre- and post-operative oral nutritional supplementation for lower gastrointestinal tract surgery, biofeedback for patients with ""functional"" disorders (eg, irritable bowel syndrome), and guided imagery, relaxation therapy, and potassium-rich diet for cardiac patients.CONCLUSION: Whereas the number and quality of economic evaluations of CAM have increased in recent years and more CAM therapies have been shown to be of good value, the majority of CAM therapies still remain to be evaluated.","Herman PM, Craig BM, Caspi O",BMC Complement Altern Med. 2005 Jun 2;5:11.,Is complementary and alternative medicine (CAM) cost-effective? A systematic review.,https://www.ncbi.nlm.nih.gov/pubmed/15932647
"AbstractThere is increasing evidence that somatic acupuncture can be helpful in migraine treatment, but substantial data on ear acupuncture (EAP) are still lacking. EAP can be useful both in the diagnosis and in the treatment of many medical conditions. As regards the control of migrainous pain, we present a case report in which a procedure called the ""needle-contact test"" is described in detail. During a migraine attack, the patient undergoes an accurate search for tender points of the outer ear by means of a specific pressure algometer. Once the most sensitive point has been identified, an acupuncture needle is placed in contact with it for about 10 s, without skin penetration. The expected effect is a quick and evident reduction of acute pain. If no appreciable variation in pain intensity occurs within the following 60 s, a second or third attempt is made on other previously identified tender points, until the point at which the patient notices a clear remission of pain is found. In this positive case, the same testing needle can be immediately used for therapy, completely penetrating the skin, and then extracted after about 30 min. Alternatively, a temporary needle can be implanted and left in situ for a variable period of time (1-15 days). This innovative technique allows the identification, with maximum accuracy, of the most effective ear acupoints on migraine pain during acute attacks.","Romoli M, Allais G, Airola G, Benedetto C",Neurol Sci. 2005 May;26 Suppl 2:s158-61.,"Ear acupuncture in the control of migraine pain: selecting the right acupoints by the ""needle-contact test"".",https://www.ncbi.nlm.nih.gov/pubmed/15926019
"AbstractNonpharmacologic treatment of migraine is often used by patients and can provide interesting options for physicians. Knowledge about the evidence and its absence is important. Avoidance of trigger factors can help, if individualized. Behavioral approaches, such as relaxation techniques, biofeedback, and cognitive-behavioral therapy, require far more specialist time or technical devices, but are supported by some evidence, which is mostly old. The same is true for hypnosis. A new approach in migraine prevention is aerobic exercise, which is associated with positive side effects. Whether it will take a strong role, similar to the treatment of depression, remains to be seen. There is no convincing evidence for the efficacy of spinal manipulation. Hyperbaric oxygen may be an effective, but rarely practical prophylactic measure. The evidence pertaining to the efficacy of acupuncture is controversial because of methodologic difficulties, but an ongoing large German study may provide valuable evidence in the near future. Nutritional supplements acting on mitochondrial metabolism, such as magnesium, riboflavin, and coenzyme Q10, were shown to be effective in small, randomized, controlled trials. More studies on the different therapeutic interventions are needed, using modern diagnostic standards and state-of-the-art trial methodology.","Sándor PS, Afra J",Curr Pain Headache Rep. 2005 Jun;9(3):202-5.,Nonpharmacologic treatment of migraine.,https://www.ncbi.nlm.nih.gov/pubmed/15907259
"AbstractPURPOSE OF REVIEW: To review recent advances in preventive headache treatment.RECENT FINDINGS: Migraine may be a progressive disorder. Aggressive treatment may stop progression. Propranolol, the beta-blocker, and the anticonvulsant topiramate are effective for migraine prevention. Feverfew, montelukast and acupuncture have not proven effective.SUMMARY: New drugs and other treatment strategies expand the spectrum of preventive migraine treatments.",Silberstein SD,Curr Opin Neurol. 2005 Jun;18(3):289-92.,Preventive treatment of headaches.,https://www.ncbi.nlm.nih.gov/pubmed/15891414
Not found,Tao S,J Tradit Chin Med. 2005 Mar;25(1):54-7.,Clinical records for acupuncture treatment of migraine.,https://www.ncbi.nlm.nih.gov/pubmed/15889525
"AbstractCONTEXT: Acupuncture is widely used to prevent migraine attacks, but the available evidence of its benefit is scarce.OBJECTIVE: To investigate the effectiveness of acupuncture compared with sham acupuncture and with no acupuncture in patients with migraine.DESIGN, SETTING, AND PATIENTS: Three-group, randomized, controlled trial (April 2002-January 2003) involving 302 patients (88% women), mean (SD) age of 43 (11) years, with migraine headaches, based on International Headache Society criteria. Patients were treated at 18 outpatient centers in Germany.INTERVENTIONS: Acupuncture, sham acupuncture, or waiting list control. Acupuncture and sham acupuncture were administered by specialized physicians and consisted of 12 sessions per patient over 8 weeks. Patients completed headache diaries from 4 weeks before to 12 weeks after randomization and from week 21 to 24 after randomization.MAIN OUTCOME MEASURES: Difference in headache days of moderate or severe intensity between the 4 weeks before and weeks 9 to 12 after randomization.RESULTS: Between baseline and weeks 9 to 12, the mean (SD) number of days with headache of moderate or severe intensity decreased by 2.2 (2.7) days from a baseline of 5.2 (2.5) days in the acupuncture group compared with a decrease to 2.2 (2.7) days from a baseline of 5.0 (2.4) days in the sham acupuncture group, and by 0.8 (2.0) days from a baseline if 5.4 (3.0) days in the waiting list group. No difference was detected between the acupuncture and the sham acupuncture groups (0.0 days, 95% confidence interval, -0.7 to 0.7 days; P = .96) while there was a difference between the acupuncture group compared with the waiting list group (1.4 days; 95% confidence interval; 0.8-2.1 days; P<.001). The proportion of responders (reduction in headache days by at least 50%) was 51% in the acupuncture group, 53% in the sham acupuncture group, and 15% in the waiting list group.CONCLUSION: Acupuncture was no more effective than sham acupuncture in reducing migraine headaches although both interventions were more effective than a waiting list control.","Linde K, Streng A, Jürgens S, Hoppe A, Brinkhaus B, Witt C, Wagenpfeil S, Pfaffenrath V, Hammes MG, Weidenhammer W, Willich SN, Melchart D",JAMA. 2005 May 4;293(17):2118-25.,Acupuncture for patients with migraine: a randomized controlled trial.,https://www.ncbi.nlm.nih.gov/pubmed/15870415
Not found,"Kopsky DJ, Keppel Hesselink JM",Ned Tijdschr Geneeskd. 2005 Jan 29;149(5):266; author reply 267.,[Still no proof of the efficacy of acupuncture in the prevention of migraine].,https://www.ncbi.nlm.nih.gov/pubmed/15719839
"AbstractA small number of fully trained Chinese doctors practise Traditional Chinese Medicine (TCM) in western cities. Use of these services by British citizens is extremely limited, mostly due to lack of any knowledge on the effectiveness of acupuncture or exposure to complementary medicine in this country. Common situations where British patients seek the help of TCM are when medical therapy has failed; in relapsing chronic diseases like asthma, rheumatoid arthritis; and in pain management (mostly headache, migraine and back pain). Patients often appreciate that only limited interventions are available for treatment of these conditions in western medicine. At least one in 10 UK specialist physicians are actively involved in complementary and alternative medicine treatments.(1) A large number of westerners offer acupuncture therapy but lack basic medical training. It is likely that people are reluctant to use these services largely because of hygiene and safety reasons. Moreover, it has been demonstrated that the serious side effects reported are five times more frequent when treatments are provided by non-medically trained therapists compared with professionally registered health care providers.(2).","Rosted P, Warnakulasuriya S",Br Dent J. 2005 Feb 12;198(3):139-43.,A survey on the uses of acupuncture by a group of UK dentists.,https://www.ncbi.nlm.nih.gov/pubmed/15706375
"AbstractThe objectives were to introduce a new method for controlled trials of acupuncture in the field of headache research and to examine the role of needling per se. Women with menstrually related migraine were randomized to three months of treatment with verum or placebo needles. Three standard size casts were moulded to secure the placebo needles in the head. No significant differences were found between the verum group (n=15) and the placebo group (n=13) during treatment or follow up three and six months later, either in the attack frequency or in the number of days per month with migraine, headache intensity or drug-use. The casts held the needles exactly in place despite movements of the head, and are validated as practical, hygienic and extremely durable. This method is satisfactory for controlled studies of acupuncture in headache. It is possible that the positive results in earlier clinical trials on acupuncture in migraine are attributable to other mechanisms than needling of subcutaneous tissue.","Linde M, Fjell A, Carlsson J, Dahlöf C",Cephalalgia. 2005 Jan;25(1):41-7.,Role of the needling per se in acupuncture as prophylaxis for menstrually related migraine: a randomized placebo-controlled study.,https://www.ncbi.nlm.nih.gov/pubmed/15606569
"AbstractOBJECTIVE: To investigate the effectiveness of a clinical treatment program with traditional Chinese medicine for migraine and tension-type headache.METHODS: Ninety-one patients with migraine, episodic or chronic tension-type headache according to the criteria of the International Headache Society were randomised into an experimental or a waiting list control group. Patients in the experimental group were treated 4 weeks in a hospital for traditional Chinese medicine after a baseline period of one month. Patients in the waiting list group continued their previous headache treatment. Main outcome measure was the difference in the number of days with headache of at least moderate intensity during baseline (month 1) and month 7.RESULTS: The difference in the number of days with headache of at least moderate intensity was 5.6 (S.D., 6.1) days in the experimental group and 1.2 (S.D., 4.5) days in the waiting list group (P <0.001). A reduction of more than 50% in headache days was observed in 52% of the patients in the experimental group and 16% in the waiting list group. Patients with migraine and a combination of migraine and episodic tension-type headaches improved more than patients with other headaches.CONCLUSION: The results of this study indicate that treatment in the hospital for traditional Chinese medicine in Kotzting is associated with lasting improvements in the majority of patients.","Melchart D, Hager S, Hager U, Liao J, Weidenhammer W, Linde K",Complement Ther Med. 2004 Jun-Sep;12(2-3):71-8.,"Treatment of patients with chronic headaches in a hospital for traditional Chinese medicine in Germany. A randomised, waiting list controlled trial.",https://www.ncbi.nlm.nih.gov/pubmed/15561516
"AbstractBesides pharmacological treatments for migraine, alternative non-pharmacological treatment strategies might be effective. In 2001, a Cochrane review concluded that acupuncture might be effective in migraine. The authors of a recent large trial also claimed that acupuncture might reduce the frequency of migraine attacks. However, this study failed to provide a clear answer due to serious methodological short-comings, for example with respect to randomisation and the clinical relevance of the main findings. In another recent, large, randomised controlled trial, the efficacy of acupuncture was not significantly different from that of the sham procedure. In conclusion, acupuncture is probably not effective in the prevention of migraine.","Schoonman GG, Wiendels NJ, Ferrari MD",Ned Tijdschr Geneeskd. 2004 Oct 30;148(44):2165-6.,[Still no proof of the efficacy of acupuncture in the prevention of migraine].,https://www.ncbi.nlm.nih.gov/pubmed/15559408
"AbstractThe treatment of migraine takes into consideration the intensity of the headache and the accompanying symptoms. The goal is to reduce the headache intensity, to relieve nausea and vomiting and to restore the ability to function in the daily routine. For drug treatment, there are now highly effective serotonin agonists available in addition to the older ergotamine preparations. A problem with all migraine analgesics is that in long lasting migraine attacks, the headache can recur as the pharmacological effect of the medication wears off. Through nonmedicinal and medicinal prophylactic measures, the frequency and intensity of the migraine attacks can be reduced. Keeping a headache diary for documentation is essential.","Diener HC, Gendolla A","MMW Fortschr Med. 2004 Sep 2;146(35-36):41, 43-5.",[Treatment and prophylaxis of an acute migraine attack].,https://www.ncbi.nlm.nih.gov/pubmed/15540539
"AbstractOBJECTIVES: To determine the effects of a policy of using acupuncture, compared with a policy of avoiding acupuncture, on headache in primary care patients with chronic headache disorders. The effects of acupuncture on medication use, quality of life, resource use and days off sick in this population and the cost-effectiveness of acupuncture were also examined.DESIGN: Randomised, controlled trial.SETTING: General practices in England and Wales.PARTICIPANTS: The study included 401 patients with chronic headache disorder, predominantly migraine.INTERVENTIONS: Patients were randomly allocated to receive up to 12 acupuncture treatments over 3 months or to a control intervention offering usual care.MAIN OUTCOME MEASURES: Outcome measures included headache score; assessment of Short Form 36 (SF-36) health status and use of medication at baseline, 3 months and 12 months; assessment of use of resources every 3 months; and assessment of incremental cost per quality-adjusted life-year (QALY) gained.RESULTS: Headache score at 12 months, the primary end-point, was lower in the acupuncture group than in controls. The adjusted difference between means was 4.6. This result was robust to sensitivity analysis incorporating imputation for missing data. Patients in the acupuncture group experienced the equivalent of 22 fewer days of headache per year. SF-36 data favoured acupuncture, although differences reached significance only for physical role functioning, energy and change in health. Compared with controls, patients randomised to acupuncture used 15% less medication, made 25% fewer visits to GPs and took 15% fewer days off sick. Total costs during the 1-year period of the study were on average higher for the acupuncture group than for controls because of the acupuncture practitioners' costs. The mean health gain from acupuncture during the year of the trial was 0.021 QALYs, leading to a base-case estimate of GBP9180 per QALY gained. This result was robust to sensitivity analysis. Cost per QALY dropped substantially when the analysis incorporated likely QALY differences for the years after the trial.CONCLUSIONS: The study suggests that acupuncture leads to persisting, clinically relevant benefits for primary care patients with chronic headache, particularly migraine. It is relatively cost-effective compared with a number of other interventions provided by the NHS. Further studies could examine the duration of acupuncture effects beyond 1 year and the relative benefit to patients with migraine with compared to tension-type headache. Trials are also warranted examining the effectiveness and cost-effectiveness of acupuncture in patients with headache receiving more aggressive pharmacological management.","Vickers AJ, Rees RW, Zollman CE, McCarney R, Smith CM, Ellis N, Fisher P, Van Haselen R, Wonderling D, Grieve R","Health Technol Assess. 2004 Nov;8(48):iii, 1-35.",Acupuncture of chronic headache disorders in primary care: randomised controlled trial and economic analysis.,https://www.ncbi.nlm.nih.gov/pubmed/15527670
Not found,Shaver A,Adv Nurse Pract. 2004 Oct;12(10):26-33; quiz 33-4.,Much more than a headache: migraine treatment requires broader spectrum of therapies.,https://www.ncbi.nlm.nih.gov/pubmed/15518117
"AbstractOVERVIEW AND METHODS: This paper discusses those medical conditions in which clinical trials of acupuncture have been conducted, and where meta-analyses or systematic reviews have been published. It focuses on the general conclusions of these reviews by further examining official reviews conducted in the United States, United Kingdom, Europe, and Canada each of which examined available systematic reviews. While all reviews agree that the methodological rigor of acupuncture clinical trials has generally been poor and that higher quality clinical trials are necessary, this has not completely hampered the interpretation of the results of these clinical trials. In some conditions the evidence of efficacy has clearly reached a sufficient critical mass from enough well-designed studies to draw clear conclusions; for the rest, the evidence is difficult to clearly interpret. This paper also examines conclusions from the same international reviews on the safety and adverse effects of acupuncture. Here, conclusions are more easily drawn and there is good agreement about the safety of acupuncture.RESULTS AND CONCLUSIONS: General international agreement has emerged that acupuncture appears to be effective for postoperative dental pain, postoperative nausea and vomiting, and chemotherapy-related nausea and vomiting. For migraine, low-back pain, and temporomandibular disorders the results are considered positive by some and difficult to interpret by others. For a number of conditions such as fibromyalgia, osteoarthritis of the knee, and tennis elbow the evidence is considered promising, but more and better quality research is needed. For conditions such as chronic pain, neck pain, asthma, and drug addiction the evidence is considered inconclusive and difficult to interpret. For smoking cessation, tinnitus, and weight loss the evidence is usually regarded as negative. Reviews have concluded that while not free from serious adverse events, they are rare and that acupuncture is a relatively safe procedure.Copyright Mary Ann Liebert, Inc.","Birch S, Hesselink JK, Jonkman FA, Hekker TA, Bos A",J Altern Complement Med. 2004 Jun;10(3):468-80.,Clinical research on acupuncture. Part 1. What have reviews of the efficacy and safety of acupuncture told us so far?,https://www.ncbi.nlm.nih.gov/pubmed/15253851
"AbstractMigraine is a typical ""women's disease"": the fluctuations of sex hormones, in particular estrogens, during woman's reproductive life show a direct and major influence on migraine course. Even if during pregnancy a high percentage of migraineurs report an improvement of symptomatology, it is still controversial how to manage migraine crises occurring during pregnancy, considering that almost all drugs are partially or totally contraindicated during gestation. The most important drugs employed in acute attack management (triptans, non steroidal anti-inflammatory drugs, analgesics, antiemetics, ergot derivatives and combination products) are reviewed and the indications and contraindications of their use during the 3 trimesters of pregnancy and during lactation, taking into consideration the indications of the Food and Drug Administration and of the American Academy of Pediatrics, are analysed. Furthermore, the therapeutic effects of the 2 most important non pharmacological therapies used for migraine prophylaxis, biofeedback and acupuncture, are discussed. For this latter therapy, the personal preliminary positive experience using a predetermined formula of acupoints for the combined treatment of migraine and hyperemesis gravidarum is reported.","Allais G, Bosio A, Mana O, Airola G, Ciochetto D, Terzi MG, De Lorenzo C, Quirico PE, Benedetto C",Minerva Med. 2003 Aug;94(4 Suppl 1):27-38.,[Migraine during pregnancy and lactation: treatment of the acute attack and non-pharmacological prophylactic strategies].,https://www.ncbi.nlm.nih.gov/pubmed/15108609
"AbstractThe frequency of use of traditional Chinese drugs was investigated in relation to Western and Chinese diagnostic classifications in a hospital for traditional Chinese medicine in Germany. All 1597 in-patients treated in the hospital between February 1992 and August 1993 entered a prospective observational study. About two thirds of the patients suffered from chronic pain syndromes, the most frequent single diagnosis being migraine (n=244). All patients were treated with at least one of four Chinese therapies (traditional Chinese drugs, acupuncture, Tuina-massage, Qi-gong). 95.1% of all patients received traditional Chinese drug treatment, prescribed in complex prescriptions including 3 to 12 single drugs from a total of 305. Drug patterns prescribed to patients with the same Western diagnosis tended to be similar, but could differ strongly for single drugs in subgroups with distinct Chinese diagnoses. Studies evaluating traditional Chinese treatment strategies in patients classified according to Western nosology should take into account possible diagnostic differences according to Chinese nosology. The development of a reliable coding system for Chinese diagnostic classifications is a precondition for further cross-cultural studies.","Melchart D, Linde K, Weidenhammer W, Hager S, Liao J, Bauer R, Wagner H",Pharmacoepidemiol Drug Saf. 1999 Mar;8(2):115-20.,Use of traditional drugs in a hospital of Chinese medicine in Germany.,https://www.ncbi.nlm.nih.gov/pubmed/15073936
"AbstractOBJECTIVE: To evaluate the cost effectiveness of acupuncture in the management of chronic headache.DESIGN: Cost effectiveness analysis of a randomised controlled trial.SETTING: General practices in England and Wales.PARTICIPANTS: 401 patients with chronic headache, predominantly migraine. Interventions Patients were randomly allocated to receive up to 12 acupuncture treatments over three months from appropriately trained physiotherapists, or to usual care alone.MAIN OUTCOME MEASURE: Incremental cost per quality adjusted life year (QALY) gained.RESULTS: Total costs during the one year period of the study were on average higher for the acupuncture group (403 pounds sterling; 768 dollars; 598 euros) than for controls (217 pounds sterling) because of the acupuncture practitioners' costs. The mean health gain from acupuncture during the one year of the trial was 0.021 quality adjusted life years (QALYs), leading to a base case estimate of 9180 pounds sterling per QALY gained. This result was robust to sensitivity analysis. Cost per QALY dropped substantially when the analysis incorporated likely QALY differences for the years after the trial.CONCLUSIONS: Acupuncture for chronic headache improves health related quality of life at a small additional cost; it is relatively cost effective compared with a number of other interventions provided by the NHS.","Wonderling D, Vickers AJ, Grieve R, McCarney R",BMJ. 2004 Mar 27;328(7442):747. Epub  2004 Mar 15.,Cost effectiveness analysis of a randomised trial of acupuncture for chronic headache in primary care.,https://www.ncbi.nlm.nih.gov/pubmed/15023830
"AbstractOBJECTIVE: To determine the effects of a policy of ""use acupuncture"" on headache, health status, days off sick, and use of resources in patients with chronic headache compared with a policy of ""avoid acupuncture.""DESIGN: Randomised, controlled trial.SETTING: General practices in England and Wales.PARTICIPANTS: 401 patients with chronic headache, predominantly migraine. Interventions Patients were randomly allocated to receive up to 12 acupuncture treatments over three months or to a control intervention offering usual care.MAIN OUTCOME MEASURES: Headache score, SF-36 health status, and use of medication were assessed at baseline, three, and 12 months. Use of resources was assessed every three months.RESULTS: Headache score at 12 months, the primary end point, was lower in the acupuncture group (16.2, SD 13.7, n = 161, 34% reduction from baseline) than in controls (22.3, SD 17.0, n = 140, 16% reduction from baseline). The adjusted difference between means is 4.6 (95% confidence interval 2.2 to 7.0; P = 0.0002). This result is robust to sensitivity analysis incorporating imputation for missing data. Patients in the acupuncture group experienced the equivalent of 22 fewer days of headache per year (8 to 38). SF-36 data favoured acupuncture, although differences reached significance only for physical role functioning, energy, and change in health. Compared with controls, patients randomised to acupuncture used 15% less medication (P = 0.02), made 25% fewer visits to general practitioners (P = 0.10), and took 15% fewer days off sick (P = 0.2).CONCLUSIONS: Acupuncture leads to persisting, clinically relevant benefits for primary care patients with chronic headache, particularly migraine. Expansion of NHS acupuncture services should be considered.","Vickers AJ, Rees RW, Zollman CE, McCarney R, Smith CM, Ellis N, Fisher P, Van Haselen R",BMJ. 2004 Mar 27;328(7442):744. Epub  2004 Mar 15.,"Acupuncture for chronic headache in primary care: large, pragmatic, randomised trial.",https://www.ncbi.nlm.nih.gov/pubmed/15023828
"AbstractOBJECTIVES: To evaluate the effect of repetitive somatosensory stimulation (acupuncture) on cerebrovascular response in migraineurs by functional transcranial Doppler.METHODS: Changes of cerebral blood flow velocity in the right posterior and left middle cerebral arteries were measured by functional transcranial Doppler during visual stimulation (flickering light over 57 seconds) in 10 migraineurs before and after 10 acupuncture sessions. The same stimulation paradigm was performed in 10 control subjects. Cerebral blood flow velocity data were analyzed with a previously validated technique based on automated stimulus-related averaging. To evaluate the clinical effect of the treatment, a headache diary monitored the frequency and intensity of the migraine attacks. A positive treatment effect was defined as a reduction of at least 50% in the attack frequency or the mean headache intensity (or both).RESULTS: Before treatment, migraineurs showed overshooting cerebral blood flow velocity changes at the beginning and at the end of the stimulation and a delayed decline to baseline compared with control subjects. After treatment, this response pattern was significantly diminished (P</=.05) in those who benefited from treatment (n = 6). Those who did not benefit from treatment (n = 4) showed a significantly (P</=.05) more marked alteration of the cerebral blood flow velocity pattern.CONCLUSIONS: Data indicate that repetitive somatosensory stimulation (acupuncture) might positively influence the abnormal cerebrovascular response in migraineurs. In a subgroup of migraineurs, however, the dysfunction of the cerebrovascular system might deteriorate under the treatment.","Bäcker M, Hammes M, Sander D, Funke D, Deppe M, Tölle TR, Dobos GJ",Headache. 2004 Jan;44(1):95-101.,Changes of cerebrovascular response to visual stimulation in migraineurs after repetitive sessions of somatosensory stimulation (acupuncture): a pilot study.,https://www.ncbi.nlm.nih.gov/pubmed/14979891
Not found,Hu Y,J Tradit Chin Med. 2003 Dec;23(4):275-7.,Clinical application of the point xuanzhong.,https://www.ncbi.nlm.nih.gov/pubmed/14719297
"AbstractWe conducted a randomized controlled trial (ISRCTN96537534) to assess the effects of acupuncture on migraine and chronic tension headache. Patients (n=401) completed a diary of headache severity four times a day for 4 weeks at baseline, immediately following a 3-month treatment period and 1 year after randomization. During the trial, it appeared that dropout might be higher than expected. We therefore obtained a rapid global assessment of headache from participants to aid imputation of missing data. Patients were contacted by telephone and asked to rate current and baseline headache on a 0-10 scale. Use of global assessment reduced the number of patients from whom we obtained no follow-up headache data from 69 (17%) to 24 (6%). Analysis of patients who provided both a diary and a global assessment demonstrated excellent properties of global assessment, with very similar results to the full diary. We therefore used the global assessment to help impute missing 1-year diary scores. Rapid global assessment can be easily implemented in any trial and aids imputation of missing data, though it should not be used instead of more intensive methods of assessment. Further research might usefully examine the value of global assessment for imputation of missing data in a variety of different settings.","Vickers AJ, McCarney R",Control Clin Trials. 2003 Dec;24(6):731-5.,Use of a single global assessment to reduce missing data in a clinical trial with follow-up at one year.,https://www.ncbi.nlm.nih.gov/pubmed/14662279
"AbstractTo determine efficacy of acupuncture (AC) in combined treatment of chronic daily headache (CDHA), 90 patients with this disorder were studied, using clinico-neurologic tests. Severity of patient's state was evaluated with Clinical Global Impression (CGI) scale, including scoring of disease severity, global evaluation of the post treatment state dynamics and the index of therapeutic efficacy. Headache intensity was assessed with VAS. A state of functional activity of nociceptive and antinociceptive systems was studied, using nociceptive flexor reflex (NFR). For treatment, the patients were randomly divided into two clinically matched groups: group 1 received combined drug therapy, group 2--combined drug therapy and additional acupuncture course. The results revealed high efficacy of AC combined with drug therapy for CDHA treatment. Most efficient was use of AC in patients with significantly reduced activity of antinociceptive systems and presence of drug abuse allowing to reduce analgetics withdrawal time. Besides, more pronounced clinical effect of AC was obtained in patients with transformed migraine.","Naprienko MV, Oknin VIu, Kremenchugskaia MR, Filatova EG",Zh Nevrol Psikhiatr Im S S Korsakova. 2003;103(10):40-4.,[Use of acupuncture in the therapy of chronic daily headache].,https://www.ncbi.nlm.nih.gov/pubmed/14628586
Not found,Bruegel C,Nursing. 2003 Nov;33(11):56-8.,Staying a step ahead of migraines.,https://www.ncbi.nlm.nih.gov/pubmed/14597819
Not found,"Li W, Deng G, Liu Y, Liu W, Zhong G, Wang S, Wen L, Li X",J Tradit Chin Med. 2003 Sep;23(3):205-6.,Treatment of migraine with acupuncture at points pertaining to the liver and gallbladder channels.,https://www.ncbi.nlm.nih.gov/pubmed/14535191
"AbstractBACKGROUND AND OBJECTIVE: We report the design and essentials of the protocols of two Acupuncture Randomized Trials (ART) investigating whether acupuncture is more efficacious than no treatment and minimal acupuncture in the interval treatment of migraine and tension-type headache.DESIGN: Randomized controlled multicenter trials with three treatment arms and a total observation period of 28 weeks.SETTING: 30 practitioners and outpatient units in Germany specialized in acupuncture treatment.PATIENTS: Per study 300 patients with migraine and episodic or chronic tension-type headache, respectively (diagnosis according to the criteria of the International Headache Society).INTERVENTIONS: Patients are randomly assigned to receive either (1) semi-standardized acupuncture (150 patients), (2) standardized minimal acupuncture (75 patients), or (3) no interval treatment for 12 weeks followed by semi-standardized acupuncture (75 patients, waiting list control). Acupuncture treatment consists of 12 sessions per patient over a period of 8 weeks.MAIN OUTCOME MEASURE: Main outcome measure in the migraine trial is the difference between the number of days with headache of moderate or severe intensity during the 4 weeks before randomization and weeks 9 to 12 after randomization. In the study on tension-type headache the main outcome measure is similar to that described above, but for the number of headache days regardless of intensity.OUTLOOK: The results of these two studies (available in 2004) will provide health care providers and policy makers with the information needed to make scientifically sound assessments of acupuncture therapy.Copyright 2003 S. Karger GmbH, Freiburg","Melchart D, Linde K, Streng A, Reitmayr S, Hoppe A, Brinkhaus B, Becker-Witt C, Wagenpfeil S, Pfaffenrath V, Hammes M, Willich SN, Weidenhammer W",Forsch Komplementarmed Klass Naturheilkd. 2003 Aug;10(4):179-84.,Acupuncture Randomized Trials (ART) in patients with migraine or tension-type headache--design and protocols.,https://www.ncbi.nlm.nih.gov/pubmed/12972722
Not found,"Jørgensen VR, Rosted P",Ugeskr Laeger. 2003 Jun 30;165(27):2761-2.,[Migraine--acupuncture a good alternative].,https://www.ncbi.nlm.nih.gov/pubmed/12886572
